datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snow_depth
2024-04-11 18:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.19,15.23,0.94,101483.68,0.0,0.0,0.0,354.17,3.53,122.58,0.87,0.63,0.0
2024-04-11 19:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.26,15.31,0.94,101488.0,0.0,0.0,0.0,356.91,3.45,127.02,0.98,0.51,0.0
2024-04-11 20:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.27,15.57,0.96,101380.67,0.0,0.0,0.0,373.67,3.69,121.37,0.86,0.31,0.0
2024-04-11 21:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.33,15.62,0.96,101433.65,0.0,0.0,0.0,362.16,3.68,123.57,0.98,0.22,0.0
2024-04-11 22:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.5,15.59,0.94,101446.59,0.0,3.94,4.29,363.84,2.96,114.56,0.89,0.48,0.0
2024-04-11 23:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.67,15.66,0.94,101469.57,3.75,18.71,19.49,377.57,2.88,115.55,0.93,0.65,0.0
2024-04-12 00:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.99,15.87,0.93,101531.96,124.61,89.61,141.92,368.3,3.04,115.16,1.0,0.81,0.0
2024-04-12 01:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.24,16.25,0.94,101485.48,91.17,149.5,204.98,381.0,3.35,121.95,1.0,0.48,0.0
2024-04-12 02:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.51,15.95,0.91,101508.42,4.51,109.97,113.4,391.14,3.82,125.83,1.0,0.57,0.0
2024-04-12 03:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.06,15.66,0.92,101482.31,3.52,128.44,131.49,390.39,3.96,123.5,1.0,0.31,0.0
2024-04-12 04:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.83,15.52,0.92,101479.79,19.69,144.79,162.9,390.26,4.14,123.68,1.0,0.02,0.0
2024-04-12 05:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.51,15.04,0.91,101423.08,2.68,126.42,128.86,389.79,4.13,125.4,1.0,0.02,0.0
2024-04-12 06:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.51,14.87,0.9,101409.93,7.93,152.91,159.67,389.48,3.87,122.56,1.0,0.02,0.0
2024-04-12 07:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.47,14.8,0.9,101333.06,11.71,95.79,104.44,387.12,3.67,116.96,1.0,0.14,0.0
2024-04-12 08:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.78,14.53,0.92,101323.3,5.89,62.71,66.12,385.86,3.6,112.71,1.0,0.12,0.0
2024-04-12 09:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.65,14.43,0.92,101327.12,1.83,30.83,31.54,385.41,3.39,110.05,1.0,0.07,0.0
2024-04-12 10:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.64,14.35,0.92,101363.7,7.39,18.71,19.98,380.58,2.89,108.03,1.0,0.05,0.0
2024-04-12 11:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.65,14.35,0.92,101403.44,0.0,0.62,0.57,383.71,3.43,99.91,1.0,0.0,0.0
2024-04-12 12:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.88,14.51,0.92,101476.3,0.0,0.0,0.0,383.05,3.57,100.19,1.0,0.0,0.0
2024-04-12 13:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.01,14.45,0.9,101511.41,0.0,0.0,0.0,383.66,3.21,102.74,1.0,0.0,0.0
2024-04-12 14:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.05,14.58,0.91,101536.27,0.0,0.0,0.0,381.82,2.73,104.01,1.0,0.0,0.0
2024-04-12 15:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.04,14.73,0.92,101535.68,0.0,0.0,0.0,383.79,2.65,103.08,1.0,0.0,0.0
2024-04-12 16:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.21,14.94,0.92,101487.68,0.0,0.0,0.0,381.85,2.76,101.53,1.0,0.0,0.0
2024-04-12 17:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.14,14.98,0.93,101476.9,0.0,0.0,0.0,382.89,2.69,99.27,1.0,0.0,0.0
2024-04-12 18:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.19,15.09,0.93,101459.1,0.0,0.0,0.0,383.14,2.51,98.4,0.99,0.0,0.0
2024-04-12 19:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.23,15.24,0.94,101420.16,0.0,0.0,0.0,381.74,2.26,94.24,1.0,0.0,0.0
2024-04-12 20:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.07,15.35,0.95,101435.75,0.0,0.0,0.0,383.73,2.07,91.57,1.0,0.0,0.0
2024-04-12 21:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.95,15.36,0.96,101454.24,0.0,0.0,0.0,384.18,2.1,85.58,1.0,0.0,0.0
2024-04-12 22:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.04,15.2,0.95,101546.26,0.0,2.24,2.19,383.27,2.41,70.05,1.0,0.0,0.0
2024-04-12 23:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.26,15.29,0.94,101565.47,11.77,33.48,35.97,382.81,3.46,72.49,1.0,0.0,0.0
2024-04-13 00:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.47,15.57,0.94,101602.37,25.87,91.37,102.33,384.66,3.37,80.05,1.0,0.0,0.0
2024-04-13 01:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.8,15.65,0.93,101666.0,45.8,147.91,175.94,388.66,3.26,84.25,1.0,0.0,0.0
2024-04-13 02:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.25,15.78,0.85,101674.78,64.16,248.65,297.68,392.03,3.6,86.03,1.0,0.0,0.0
2024-04-13 03:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.77,15.85,0.83,101608.81,169.04,349.34,496.4,389.5,3.95,89.26,1.0,0.0,0.0
2024-04-13 04:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.92,15.51,0.81,101595.86,353.45,323.43,649.35,380.76,4.22,90.9,0.93,0.0,0.0
2024-04-13 05:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.56,15.56,0.78,101504.05,286.82,334.51,597.52,376.81,4.41,96.35,1.0,0.0,0.0
2024-04-13 06:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.63,15.73,0.78,101476.52,433.17,233.7,604.09,369.87,4.53,101.48,1.0,0.0,0.0
2024-04-13 07:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.36,15.73,0.8,101405.1,278.39,266.05,472.2,383.07,4.51,97.43,1.0,0.0,0.0
2024-04-13 08:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.31,15.53,0.84,101401.23,156.28,243.02,333.85,368.55,4.5,100.19,1.0,0.0,0.0
2024-04-13 09:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.76,15.23,0.85,101392.72,49.34,134.13,153.27,370.08,4.28,102.07,1.0,0.0,0.0
2024-04-13 10:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.62,15.15,0.91,101420.47,19.87,50.69,54.14,355.28,3.42,97.82,1.0,0.0,0.0
2024-04-13 11:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.05,15.05,0.94,101370.63,0.0,2.53,2.49,349.65,3.98,103.04,1.0,0.0,0.0
2024-04-13 12:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.95,15.03,0.94,101364.45,0.0,0.0,0.0,343.09,4.38,100.95,1.0,0.0,0.0
2024-04-13 13:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.08,15.08,0.94,101414.69,0.0,0.0,0.0,348.35,4.56,106.84,1.0,0.0,0.0
2024-04-13 14:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.05,15.0,0.94,101435.5,0.0,0.0,0.0,342.03,4.35,114.27,1.0,0.0,0.0
2024-04-13 15:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.32,15.16,0.93,101452.83,0.0,0.0,0.0,355.31,4.43,119.05,1.0,0.0,0.0
2024-04-13 16:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.47,15.34,0.93,101404.14,0.0,0.0,0.0,357.62,4.64,117.55,1.0,0.0,0.0
2024-04-13 17:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.91,15.21,0.96,101295.94,0.0,0.0,0.0,350.34,4.63,111.66,1.0,0.0,0.0
2024-04-13 18:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.06,15.34,0.96,101269.61,0.0,0.0,0.0,357.08,4.96,114.67,1.0,0.0,0.0
2024-04-13 19:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.14,15.4,0.95,101183.76,0.0,0.0,0.0,384.97,5.3,113.29,1.0,0.01,0.0
2024-04-13 20:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.23,15.61,0.96,101152.65,0.0,0.0,0.0,384.7,5.36,117.88,1.0,0.05,0.0
2024-04-13 21:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.24,15.63,0.96,101161.02,0.0,0.0,0.0,388.05,5.84,123.09,1.0,0.87,0.0
2024-04-13 22:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.57,16.2,0.98,101170.11,0.0,3.19,3.15,390.53,4.73,131.61,1.0,1.07,0.0
2024-04-13 23:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.43,16.04,0.98,101169.92,5.89,32.4,33.67,391.8,5.02,129.59,1.0,0.89,0.0
2024-04-14 00:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.13,15.97,0.99,101176.79,0.48,55.85,56.05,391.32,5.26,131.71,1.0,0.68,0.0
2024-04-14 01:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.43,15.89,0.97,101144.68,16.41,115.9,126.0,391.95,5.97,137.27,1.0,0.79,0.0
2024-04-14 02:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.15,16.79,0.92,101099.51,15.23,175.14,186.83,390.75,7.19,144.97,0.94,0.66,0.0
2024-04-14 03:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.1,16.82,0.92,101058.91,35.3,235.91,266.72,383.71,7.45,153.63,0.97,0.94,0.0
2024-04-14 04:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.8,17.12,0.9,101011.23,37.12,313.16,347.48,400.54,5.89,156.46,1.0,0.52,0.0
2024-04-14 05:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,21.16,18.03,0.82,100923.95,193.66,309.35,487.37,400.34,5.39,159.32,0.97,0.91,0.0
2024-04-14 06:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,20.75,17.71,0.83,100845.1,128.46,216.92,327.02,400.38,5.02,160.15,0.98,0.4,0.0
2024-04-14 07:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,20.21,17.55,0.85,100754.39,283.36,257.63,468.01,387.55,4.13,158.66,1.0,0.0,0.0
2024-04-14 08:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.91,17.54,0.86,100733.57,278.78,203.52,366.09,384.15,3.4,161.0,0.99,0.0,0.0
2024-04-14 09:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,20.11,17.66,0.86,100786.34,67.9,142.46,168.93,391.55,2.58,147.14,0.95,0.0,0.0
2024-04-14 10:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.7,17.24,0.91,100722.04,10.72,38.19,40.07,388.91,2.88,126.97,0.9,0.0,0.0
2024-04-14 11:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.56,17.22,0.92,100825.63,0.0,1.94,1.99,387.19,3.06,125.73,0.65,0.0,0.0
2024-04-14 12:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.29,17.01,0.92,100877.17,0.0,0.0,0.0,388.0,2.61,139.15,0.77,0.0,0.0
2024-04-14 13:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.31,17.01,0.92,100906.19,0.0,0.0,0.0,388.23,2.69,163.49,0.56,0.0,0.0
2024-04-14 14:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.1,16.91,0.93,100942.46,0.0,0.0,0.0,393.01,2.77,191.42,0.34,0.07,0.0
2024-04-14 15:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.75,17.37,0.92,100961.44,0.0,0.0,0.0,398.45,2.68,224.47,0.38,0.31,0.0
2024-04-14 16:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.94,17.71,0.93,100932.53,0.0,0.0,0.0,382.86,2.88,247.04,0.39,0.2,0.0
2024-04-14 17:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.06,17.99,0.93,100915.62,0.0,0.0,0.0,385.93,3.16,257.47,0.3,0.05,0.0
2024-04-14 18:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.07,18.13,0.94,100948.72,0.0,0.0,0.0,380.09,3.6,270.58,0.22,0.0,0.0
2024-04-14 19:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.31,18.35,0.94,100961.38,0.0,0.0,0.0,366.53,3.9,284.11,0.4,0.0,0.0
2024-04-14 20:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.14,18.17,0.94,100982.09,0.0,0.0,0.0,369.96,3.84,296.41,0.82,0.0,0.0
2024-04-14 21:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.26,18.47,0.95,101029.75,0.0,0.0,0.0,386.74,3.89,309.79,1.0,0.0,0.0
2024-04-14 22:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.49,17.99,0.91,101104.68,0.0,6.82,7.38,396.59,2.86,305.82,0.91,0.0,0.0
2024-04-14 23:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.55,18.04,0.91,101183.08,27.45,60.72,66.75,390.03,3.31,315.89,0.68,0.0,0.0
2024-04-15 00:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.72,17.9,0.89,101247.44,206.59,137.99,227.0,374.82,3.55,327.85,0.45,0.0,0.0
2024-04-15 01:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,20.06,17.2,0.84,101272.38,373.74,193.71,424.91,350.38,3.39,337.89,0.64,0.0,0.0
2024-04-15 02:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,22.54,17.02,0.71,101314.48,259.61,319.29,519.24,378.99,2.86,338.22,0.74,0.0,0.0
2024-04-15 03:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,23.2,16.94,0.68,101362.55,366.5,318.3,639.13,384.11,2.77,327.61,0.91,0.0,0.0
2024-04-15 04:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,23.73,17.06,0.66,101346.9,510.16,296.46,769.35,368.23,2.0,338.14,0.68,0.0,0.0
2024-04-15 05:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,25.48,16.92,0.59,101277.07,666.82,235.09,849.49,367.62,1.26,13.4,0.5,0.0,0.0
2024-04-15 06:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,25.22,17.13,0.61,101251.35,592.9,202.4,711.77,385.05,1.63,56.97,0.35,0.0,0.0
2024-04-15 07:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,24.78,17.06,0.62,101222.29,616.86,202.99,662.18,373.24,2.47,79.0,0.44,0.0,0.0
2024-04-15 08:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,22.91,16.82,0.69,101237.29,552.78,142.6,466.0,361.61,3.57,95.53,0.23,0.0,0.0
2024-04-15 09:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,21.51,16.63,0.74,101268.87,445.62,104.43,279.1,355.77,3.98,107.08,0.48,0.0,0.0
2024-04-15 10:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.29,15.67,0.85,101247.32,187.69,56.24,89.71,358.41,4.11,111.71,0.73,0.0,0.0
2024-04-15 11:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,18.08,15.6,0.85,101212.8,0.0,3.43,3.6,360.22,3.9,115.79,0.87,0.0,0.0
2024-04-15 12:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.79,15.58,0.87,101340.7,0.0,0.0,0.0,360.47,3.23,110.53,0.92,0.0,0.0
2024-04-15 13:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.72,15.6,0.87,101359.82,0.0,0.0,0.0,356.57,3.35,122.06,0.95,0.0,0.0
2024-04-15 14:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.89,15.07,0.89,101317.1,0.0,0.0,0.0,364.25,4.13,144.19,0.84,0.0,0.0
2024-04-15 15:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.03,15.11,0.88,101300.01,0.0,0.0,0.0,373.57,3.93,148.19,0.92,0.0,0.0
2024-04-15 16:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.15,15.11,0.88,101352.31,0.0,0.0,0.0,370.23,3.31,145.87,1.0,0.0,0.0
2024-04-15 17:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.83,15.04,0.89,101273.06,0.0,0.0,0.0,377.33,3.84,147.47,1.0,0.0,0.0
2024-04-15 18:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.02,15.04,0.88,101184.85,0.0,0.0,0.0,379.88,3.63,137.69,1.0,0.0,0.0
2024-04-15 19:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.99,15.07,0.88,101146.25,0.0,0.0,0.0,369.29,3.3,119.43,1.0,0.02,0.0
2024-04-15 20:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.59,15.17,0.91,101183.09,0.0,0.0,0.0,373.69,2.65,82.48,1.0,0.71,0.0
2024-04-15 21:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.89,15.44,0.91,101251.96,0.0,0.0,0.0,378.76,3.27,69.27,1.0,2.62,0.0
2024-04-15 22:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.72,15.85,0.89,101285.41,0.0,3.37,3.43,385.4,3.11,74.22,1.0,2.32,0.0
2024-04-15 23:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.58,15.76,0.89,101357.09,31.68,53.23,60.31,377.7,3.66,97.14,1.0,1.44,0.0
2024-04-16 00:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.37,15.78,0.9,101312.13,23.72,96.84,107.15,388.72,4.04,102.03,1.0,1.25,0.0
2024-04-16 01:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.51,15.79,0.9,101285.17,26.26,117.89,134.22,390.85,4.76,113.82,0.97,0.24,0.0
2024-04-16 02:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.74,16.5,0.82,101296.0,78.17,241.02,301.46,392.63,4.63,126.93,1.0,0.0,0.0
2024-04-16 03:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,20.46,17.03,0.81,101298.34,113.1,298.09,397.4,394.29,3.18,113.35,1.0,0.49,0.0
2024-04-16 04:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,20.78,17.43,0.81,101314.16,175.28,380.26,543.14,392.99,2.49,103.88,1.0,0.12,0.0
2024-04-16 05:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,20.89,17.48,0.81,101260.43,259.04,285.7,524.93,394.95,2.65,92.37,1.0,0.23,0.0
2024-04-16 06:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,21.23,17.64,0.8,101228.98,267.26,303.32,533.46,388.55,2.79,78.02,1.0,0.16,0.0
2024-04-16 07:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,21.02,17.23,0.79,101201.01,172.17,271.18,399.67,397.46,3.34,82.13,1.0,0.0,0.0
2024-04-16 08:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.47,15.98,0.8,101174.19,143.08,230.53,314.51,383.99,3.79,84.03,1.0,0.0,0.0
2024-04-16 09:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,19.16,15.81,0.81,101174.82,29.81,119.31,131.06,383.8,4.03,78.95,1.0,0.0,0.0
2024-04-16 10:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.4,14.76,0.84,101235.12,10.11,47.77,49.59,386.93,4.45,77.22,1.0,0.0,0.0
2024-04-16 11:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.04,15.03,0.88,101282.87,0.0,2.93,2.89,375.7,3.94,85.36,1.0,0.0,0.0
2024-04-16 12:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.38,14.83,0.85,101357.41,0.0,0.0,0.0,386.73,3.68,95.48,1.0,0.0,0.0
2024-04-16 13:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.5,14.92,0.85,101359.5,0.0,0.0,0.0,383.58,3.85,98.08,1.0,0.0,0.0
2024-04-16 14:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.16,14.34,0.83,101361.14,0.0,0.0,0.0,382.18,3.72,98.33,1.0,0.0,0.0
2024-04-16 15:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.38,14.49,0.83,101310.36,0.0,0.0,0.0,385.82,3.15,83.31,1.0,0.0,0.0
2024-04-16 16:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,17.38,14.49,0.83,101282.65,0.0,0.0,0.0,386.75,3.12,72.15,1.0,0.0,0.0
2024-04-16 17:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.9,14.04,0.83,101181.17,0.0,0.0,0.0,384.82,3.66,76.82,1.0,0.0,0.0
2024-04-16 18:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.82,14.01,0.84,101114.39,0.0,0.0,0.0,385.13,4.07,84.53,1.0,0.02,0.0
2024-04-16 19:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.69,14.08,0.85,101103.51,0.0,0.0,0.0,376.91,4.17,93.1,1.0,0.59,0.0
2024-04-16 20:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,16.04,14.42,0.9,101084.91,0.0,0.0,0.0,378.5,4.07,94.02,1.0,0.95,0.0
2024-04-16 21:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.79,14.31,0.91,101082.11,0.0,0.0,0.0,382.12,4.25,89.78,1.0,1.17,0.0
2024-04-16 22:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.71,14.09,0.9,101167.87,0.0,1.51,1.47,382.72,4.25,88.17,1.0,1.58,0.0
2024-04-16 23:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.53,13.8,0.89,101158.63,0.0,11.52,11.47,381.83,4.61,79.27,1.0,2.18,0.0
2024-04-17 00:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.24,13.8,0.91,101202.97,0.0,20.63,20.59,382.46,4.83,74.32,1.0,3.71,0.0
2024-04-17 01:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.16,13.91,0.92,101234.31,0.0,39.48,39.44,381.37,4.93,77.45,1.0,4.59,0.0
2024-04-17 02:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.43,13.67,0.89,101202.64,0.0,42.2,42.15,380.46,4.71,84.97,1.0,4.37,0.0
2024-04-17 03:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.48,13.7,0.89,101169.35,0.19,67.56,67.73,380.69,4.69,82.65,1.0,2.99,0.0
2024-04-17 04:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.43,13.73,0.9,101136.01,0.0,51.56,51.52,380.28,4.97,72.59,1.0,2.18,0.0
2024-04-17 05:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,14.97,13.33,0.9,101100.54,2.07,89.13,91.04,377.04,4.97,61.87,1.0,0.99,0.0
2024-04-17 06:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.09,13.28,0.89,101078.31,0.0,73.13,73.09,375.14,4.98,58.44,1.0,0.58,0.0
2024-04-17 07:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,14.99,13.19,0.89,101009.88,0.07,45.11,45.16,377.18,4.74,55.03,1.0,1.6,0.0
2024-04-17 08:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,14.61,12.65,0.88,101014.01,0.22,39.98,40.11,376.23,4.61,43.83,1.0,1.52,0.0
2024-04-17 09:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,14.65,12.56,0.87,101047.2,0.0,18.44,18.39,373.38,4.79,35.33,1.0,1.36,0.0
2024-04-17 10:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,13.19,11.44,0.89,101101.37,0.0,17.5,17.46,368.37,3.07,36.01,1.0,0.49,0.0
2024-04-17 11:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,13.41,11.41,0.88,101121.86,0.0,0.89,0.85,365.51,2.84,24.67,1.0,0.03,0.0
2024-04-17 12:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,13.75,11.35,0.85,101177.33,0.0,0.0,0.0,362.6,3.03,14.23,0.93,0.0,0.0
2024-04-17 13:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,13.88,11.5,0.86,101245.41,0.0,0.0,0.0,355.79,3.38,357.08,0.23,0.0,0.0
2024-04-17 14:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,12.66,11.32,0.92,101253.66,0.0,0.0,0.0,327.21,2.18,352.51,0.1,0.0,0.0
2024-04-17 15:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,12.02,10.89,0.93,101265.95,0.0,0.0,0.0,301.27,1.62,334.97,0.46,0.0,0.0
2024-04-17 16:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,12.05,10.91,0.93,101269.73,0.0,0.0,0.0,289.03,2.31,327.97,0.01,0.0,0.0
2024-04-17 17:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,11.57,10.51,0.93,101250.06,0.0,0.0,0.0,280.02,2.81,324.12,0.0,0.0,0.0
2024-04-17 18:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,11.63,10.61,0.93,101236.05,0.0,0.0,0.0,274.18,2.8,322.66,0.0,0.0,0.0
2024-04-17 19:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,11.58,10.57,0.93,101266.84,0.0,0.0,0.0,273.46,3.16,325.9,0.04,0.0,0.0
2024-04-17 20:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,10.9,9.85,0.93,101266.22,0.0,0.0,0.0,270.42,2.53,326.78,0.06,0.0,0.0
2024-04-17 21:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,10.44,9.44,0.94,101280.08,0.0,0.0,0.0,265.61,1.94,319.5,0.43,0.0,0.0
2024-04-17 22:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,12.08,10.64,0.91,101363.29,0.0,11.32,16.49,259.83,2.08,315.18,0.07,0.0,0.0
2024-04-17 23:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,13.92,11.68,0.86,101430.2,372.41,74.23,160.36,265.41,2.25,325.37,0.07,0.0,0.0
2024-04-18 00:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.15,11.08,0.77,101446.94,616.29,113.47,385.53,268.73,1.92,335.45,0.0,0.0,0.0
2024-04-18 01:00:00,"(31.232276, 121.469207)",era5,3.77,8.0,15.72,8.84,0.64,101416.24,766.64,128.48,610.07,273.29,1.91,352.35,0.0,0.0,0.0
