controller,type,mean_cost,std_cost,mean_carbon,std_carbon,mean_reward,std_reward,mean_comfort
rule_based,Baseline,56.493906090043126,0.9486385820532904,34.502048325980866,0.5850687915740185,-5408.224153273888,20.410059780042516,536.2726176065875
always_on,Baseline,22.51479636948865,0.7220638522144851,15.737688804497925,0.49657097162310715,-19.126242586993282,0.5740420284743889,0.0
carbon_aware_rule,Baseline,21.76530188904085,0.9038375032956845,15.345616566715899,0.40896593428922196,-18.555459227878362,0.6414424551655169,0.0
random,Baseline,22.546814075919777,1.1875069900676858,15.783730531461908,0.6661966227921855,-1029.329345036182,13.780188392523687,101.01640727324914
night_setback,Baseline,48.298802495846374,1.0889628834144507,35.04308352151903,0.6972415941265503,-4099.764516788482,31.141286487154915,405.8093573779797
