name,cost,carbon,is_pareto
rule_based,56.493906090043126,34.502048325980866,False
always_on,22.51479636948865,15.737688804497925,False
carbon_aware_rule,21.76530188904085,15.345616566715899,True
random,22.546814075919777,15.783730531461908,False
night_setback,48.298802495846374,35.04308352151903,False
